CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORY,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST RATE,ASSIGMENT DATE2,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,STACKING,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA VISTO BUENO,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),FECHA GATE IN (T1),PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX ,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,FECHA ENVIO ARCHIV,NRO CAJA ARCHIVO,COURIER PARA ENVÍO DE DOCS,NRO DE TRACKING DOCS ,OBSERVACIONES HORTIFRUT,CARGO PRODUCE OBSERVACIONES
2022-2023,LIQUIPARCIAL,22-180-HPER,4700002540,OMAR,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,101540,20,UN,USD,515.43,515.43,0,EXW,AIR,AIR,,MIAMI,LIMA,-,-,1,8/9/2022,,,20/9/2022,FORBIS,TAMPA,-,-,21/9/2022,2/10/2022,2/10/2022,39,FOR70356980,QT4041,2/10/2022,39,SI,28/9/2022,TALMA,LIP,15095,28/9/2022,28/9/2022,235-2022-10-144357-01-4-00,2/10/2022,2/10/2022,2/10/2022,,NA,NA,NA,LIP,6/10/2022,0001-019200,AGERSA,6/10/2022,NA,PACKING SALAVERRY,7/10/2022,8/10/2022,40,, 0028-002881,036-0000384,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE- [22-180-HPER // 4700002540]
2022-2023,LIQUIPARCIAL,22-180-HPER,4700002493-1,TATIANA,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,101437,184,UN,USD,"1,560.85","1,560.85",0,EXW,AIR,AIR,,MIAMI,LIMA,-,-,1,26/9/2022,,,20/9/2022,FORBIS,TAMPA,-,-,21/9/2022,2/10/2022,2/10/2022,39,FOR70356980,QT4041,2/10/2022,39,SI,28/9/2022,TALMA,LIP,15095,28/9/2022,28/9/2022,235-2022-10-144357-01-4-00,2/10/2022,2/10/2022,2/10/2022,,NA,NA,NA,LIP,6/10/2022,0001-019200,AGERSA,6/10/2022,NA,PACKING SALAVERRY,7/10/2022,8/10/2022,40,, 0028-002881,036-0000384,-,,,NA,NA,-,Sin cargar por medio de transporte AIRE [22-180-HPER // 4700002493-1]
2022-2023,LIQUIPARCIAL,22-181-HPER,4700002469,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00331,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246672,MSKU9550214,-,-,27/6/2022,26,MAEU219246672,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,799,3/8/2022,8/8/2022, 118-2022-10-298873-01-2-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-0115266,TRANSPESA,3/9/2022,3/9/2022,FUNDO REMANSO,5/9/2022,6/9/2022,36,,0009-000259,036-0000025,-,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-181-HPER // 4700002469 // MSKU9550214]
2022-2023,LIQUIPARCIAL,22-181-HPER,4700002469,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00331,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246672,PONU7954623,-,-,27/6/2022,26,MAEU219246672,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,799,3/8/2022,8/8/2022, 118-2022-10-298873-01-2-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-0115265,TRANSPESA,3/9/2022,3/9/2022,FUNDO ARMONIA,19/9/2022,20/9/2022,38,,0001-005697,036-0000177,45,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-181-HPER // 4700002469 // PONU7954623]
2022-2023,LIQUIPARCIAL,22-181-HPER,4700002469,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00331,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246672,GVCU5043846,-,-,27/6/2022,26,MAEU219246672,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,799,3/8/2022,8/8/2022, 118-2022-10-298873-01-2-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-0115267,TRANSPESA,3/9/2022,3/9/2022,FUNDO ARMONIA,19/9/2022,20/9/2022,38,,0004-260124,036-0000178,45,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-181-HPER // 4700002469 // GVCU5043846]
2022-2023,LIQUIPARCIAL,22-182-HPER,4700002470,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00332,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246585,MSKU8558360,-,-,27/6/2022,26,MAEU219246585,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,798,3/8/2022,8/8/2022,118-2022-10-298868-01-9-00,12/8/2022,13/8/2022,12/8/2022,,16/8/2022,16/8/2022,,AVM,18/8/2022,001-0115262,RVC,18/8/2022,18/8/2022,FUNDO ARMONIA,21/8/2022,22/8/2022,34,,0006-002412,036-0000175,-,,,UPS,1Z48V0570499802852,-,Cargado en CP - [22-182-HPER // 4700002470 // MSKU8558360]
2022-2023,LIQUIPARCIAL,22-182-HPER,4700002470,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00332,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246585,MRKU4030898,-,-,27/6/2022,26,MAEU219246585,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,798,3/8/2022,8/8/2022,118-2022-10-298868-01-9-00,12/8/2022,13/8/2022,12/8/2022,,16/8/2022,16/8/2022,,AVM,18/8/2022,001-0115264,RVC,18/8/2022,18/8/2022,FUNDO ARMONIA,21/8/2022,22/8/2022,34,,0021-000951,036-0000174,-,,,UPS,1Z48V0570499802852,-,Cargado en CP - [22-182-HPER // 4700002470 // MRKU4030898]
2022-2023,LIQUIPARCIAL,22-182-HPER,4700002470,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00332,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246585,MSKU8818067,-,-,27/6/2022,26,MAEU219246585,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,798,3/8/2022,8/8/2022,118-2022-10-298868-01-9-00,12/8/2022,13/8/2022,12/8/2022,,16/8/2022,16/8/2022,,AVM,18/8/2022,001-0115263,RVC,18/8/2022,18/8/2022,FUNDO ARMONIA,21/8/2022,22/8/2022,34,,0024-000832,036-0000173,-,,,UPS,1Z48V0570499802852,-,Cargado en CP - [22-182-HPER // 4700002470 // MSKU8818067]
2022-2023,LIQUIPARCIAL,22-183-HPER,4700002471,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00333,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246737,MSKU1031193,-,-,27/6/2022,26,MAEU219246737,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,800,3/8/2022,10/8/2022,118-2022-10-302278-01-9-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-011537,RVC,3/9/2022,3/9/2022,FUNDO REMANSO,5/9/2022,6/9/2022,36,,033-000211,036-0000304,-,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-183-HPER // 4700002471 // MSKU1031193]
2022-2023,LIQUIPARCIAL,22-183-HPER,4700002471,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00333,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246737,MSKU8974898,-,-,27/6/2022,26,MAEU219246737,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,800,3/8/2022,10/8/2022,118-2022-10-302278-01-9-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-0115336,RVC,3/9/2022,3/9/2022,FUNDO REMANSO,9/9/2022,10/9/2022,36,,0006-002428,036-0000306,-,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-183-HPER // 4700002471 // MSKU8974898]
2022-2023,LIQUIPARCIAL,22-183-HPER,4700002471,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00333,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219246737,MSKU9579748,-,-,27/6/2022,26,MAEU219246737,MAERSK BRANI 228S,12/8/2022,32,NO,NA,IMUPESA,AVM,800,3/8/2022,10/8/2022,118-2022-10-302278-01-9-00,12/8/2022,14/8/2022,12/8/2022,,2/9/2022,2/9/2022,,AVM,3/9/2022,001-0115335,RVC,3/9/2022,3/9/2022,FUNDO REMANSO,9/9/2022,10/9/2022,36,,0028-000184,036-0000307,-,,,UPS,1Z48V0570499802852,-,Cargado en CP -  [22-183-HPER // 4700002471 // MSKU9579748]
2022-2023,LIQUIPARCIAL,22-184-HPER,4700002472,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00360,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219441644,TCNU2055585,-,-,10/7/2022,27,MAEU219441644,SKAGEN MAERSK 233W,22/8/2022,34,NO,NA,IMUPESA,AVM,822,10/8/2022,19/8/2022,118-2022-10-320646-01-6-00,23/8/2022,23/8/2022,23/8/2022,,31/8/2022,31/8/2022,,AVM,1/9/2022,001-0115419,RVC,1/9/2022,2/9/2022,FUNDO REMANSO,4/9/2022,5/9/2022,36,,0024-000849,032-0000302,-,,,UPS,1Z48V0570490688789,-,Cargada en CP - [22-184-HPER // 4700002472 // TCNU2055585] 
2022-2023,LIQUIPARCIAL,22-184-HPER,4700002472,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00360,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219441644,MIEU0017579,-,-,10/7/2022,27,MAEU219441644,SKAGEN MAERSK 233W,22/8/2022,34,NO,NA,IMUPESA,AVM,822,10/8/2022,19/8/2022,118-2022-10-320646-01-6-00,23/8/2022,23/8/2022,23/8/2022,,31/8/2022,31/8/2022,,AVM,1/9/2022,001-0115420,RVC,1/9/2022,2/9/2022,FUNDO REMANSO,4/9/2022,5/9/2022,36,,0026-000620,036-0000301,-,,,UPS,1Z48V0570490688789,-,Cargada en CP - [22-184-HPER // 4700002472 // MIEU0017579] 
2022-2023,LIQUIPARCIAL,22-185-HPER,4700002473,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00359,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219441615,MRKU3887232,-,-,10/7/2022,27,MAEU219441615,SKAGEN MAERSK 233W,22/8/2022,34,NO,NA,IMUPESA,AVM,823,10/8/2022,19/8/2022,118-2022-10-320791-01-6-00,23/8/2022,23/8/2022,23/8/2022,,7/9/2022,7/9/2022,,AVM,8/9/2022,001-0116050,TRANSPESA,8/9/2022,8/9/2022,FUNDO REMANSO,24/10/2022,25/10/2022,43,, 0001-005736,036-0000184,45,,,UPS,1Z48V0570490688789,-,Cargada en CP - [22-185-HPER // 4700002473 // MRKU3887232] 
2022-2023,LIQUIPARCIAL,22-185-HPER,4700002473,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00359,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219441615,MSKU8418456,-,-,10/7/2022,27,MAEU219441615,SKAGEN MAERSK 233W,22/8/2022,34,NO,NA,IMUPESA,AVM,823,10/8/2022,19/8/2022,118-2022-10-320791-01-6-00,23/8/2022,23/8/2022,23/8/2022,,7/9/2022,7/9/2022,,AVM,8/9/2022,001-0116048 ,TRANSPESA,8/9/2022,8/9/2022,FUNDO REMANSO,14/11/2022,15/11/2022,46,,0001-0204756 ,036-0000191,45,,,UPS,1Z48V0570490688789,-,Cargada en CP - [22-185-HPER // 4700002473 // MSKU8418456] 
2022-2023,LIQUIPARCIAL,22-185-HPER,4700002473,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00359,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219441615,CAAU6271776,-,-,10/7/2022,27,MAEU219441615,SKAGEN MAERSK 233W,22/8/2022,34,NO,NA,IMUPESA,AVM,823,10/8/2022,19/8/2022,118-2022-10-320791-01-6-00,23/8/2022,23/8/2022,23/8/2022,,7/9/2022,7/9/2022,,AVM,8/9/2022, 001-0116049 ,TRANSPESA,8/9/2022,8/9/2022,FUNDO REMANSO,15/11/2022,16/11/2022,46,, 0001-0022055,036-0000196,45,,,UPS,1Z48V0570490688789,-,Cargada en CP - [22-185-HPER // 4700002473 // CAAU6271776] 
2022-2023,LIQUIPARCIAL,22-186-HPER,4700002474,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00358,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93IN0107920622,DRYU9070059,-,-,7/7/2022,27,MEDUC0884915,MSC RIDA NX231A,31/8/2022,35,NO,NA,IMUPESA,AVM,858,24/8/2022,29/8/2022,118-2022-10-333260-01-4-00,1/9/2022,5/9/2022,31/8/2022,,NA,NA,,AVM,15/9/2022,001-0116046,RVC,15/9/2022,15/9/2022,FUNDO REMANSO,18/9/2022,19/9/2022,38,,0024-000867,036-0000311,-,,,UPS,1Z48V0570492519225,-,Cargada en CP - [22-186-HPER // 4700002474 // DRYU9070059] 
2022-2023,LIQUIPARCIAL,22-186-HPER,4700002474,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00358,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,COLOMBO,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93IN0107920622,MEDU7679196,-,-,7/7/2022,27,MEDUC0884915,MSC RIDA NX231A,31/8/2022,35,NO,NA,IMUPESA,AVM,858,24/8/2022,29/8/2022,118-2022-10-333260-01-4-00,1/9/2022,5/9/2022,31/8/2022,,7/9/2022,7/9/2022,,AVM,15/9/2022,001-0116047,RVC,15/9/2022,15/9/2022,FUNDO ARMONIA,25/9/2022,26/9/2022,39,,012-001523,036-0000314,45,,,UPS,1Z48V0570492519225,-,Cargada en CP - [22-186-HPER // 4700002474 // MEDU7679196] 
2022-2023,LIQUIPARCIAL,22-187-HPER,4700002527,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00374,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219839812,MRKU5689555,-,-,28/7/2022,30,MAEU219839812,MAERSK STEPNICA 236W ,11/9/2022,36,NO,NA,IMUPESA,AVM,866,1/9/2022,9/9/2022, 118-2022-10-351512-01-1-00,13/9/2022,13/9/2022,11/9/2022,,16/9/2022,16/9/2022,24/9/2022,AVM,20/9/2022,001-0116203,AGERSA,20/9/2022,20/9/2022,FUNDO REMANSO,17/10/2022,18/10/2022,42,,0041-002320 ,036-0000404,45,,,NA,NA,-,Cargada en CP - [22-187-HPER // 4700002527 // MRKU5689555]
2022-2023,LIQUIPARCIAL,22-187-HPER,4700002527,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00374,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219839812,MSKU0190159,-,-,28/7/2022,30,MAEU219839812,MAERSK STEPNICA 236W,11/9/2022,36,NO,NA,IMUPESA,AVM,866,1/9/2022,9/9/2022, 118-2022-10-351512-01-1-00,13/9/2022,13/9/2022,11/9/2022,,16/9/2022,16/9/2022,24/9/2022,AVM,20/9/2022,001-0116204,AGERSA,20/9/2022,20/9/2022,FUNDO REMANSO,17/10/2022,18/10/2022,42,,0052-002024,036-0000403,45,,,NA,NA,-,Cargada en CP - [22-187-HPER // 4700002527 // MSKU0190159]
2022-2023,LIQUIPARCIAL,22-187-HPER,4700002527,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00374,"13,000",UN,USD,"24,895.02","24,895.02",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219839812,TCNU6045311,-,-,28/7/2022,30,MAEU219839812,MAERSK STEPNICA 236W,11/9/2022,36,NO,NA,IMUPESA,AVM,866,1/9/2022,9/9/2022, 118-2022-10-351512-01-1-00,13/9/2022,13/9/2022,11/9/2022,,16/9/2022,16/9/2022,24/9/2022,AVM,20/9/2022, 001-0116205,AGERSA,20/9/2022,20/9/2022,FUNDO REMANSO,11/10/2022,12/10/2022,41,, 0045-002409 , 036-0000387,45,,,NA,NA,-,Cargada en CP - [22-187-HPER // 4700002527 // TCNU6045311]
2022-2023,LIQUIPARCIAL,22-188-HPER,4700002528,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00376,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219814519,MSKU1852650,-,-,28/7/2022,30,MAEU219814519,MAERSK STEPNICA 236W,11/9/2022,36,NO,NA,IMUPESA,AVM,867,1/9/2022,9/9/2022,118-2022-10-351667-01-5-00,13/9/2022,13/9/2022,11/9/2022,,16/9/2022,16/9/2022,24/9/2022,AVM,20/9/2022,001-0116200,RVC,20/9/2022,20/9/2022,FUNDO REMANSO,26/9/2022,27/9/2022,39,,0006-002431,036-0000316,45,,,UPS,1Z48V0570492519225,-,Cargada en CP - [22-188-HPER // 4700002528 // MSKU1852650]
2022-2023,LIQUIPARCIAL,22-188-HPER,4700002528,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00376,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,219814519,MSKU8788867,-,-,28/7/2022,30,MAEU219814519,MAERSK STEPNICA 236W,11/9/2022,36,NO,NA,IMUPESA,AVM,867,1/9/2022,9/9/2022,118-2022-10-351667-01-5-00,13/9/2022,13/9/2022,11/9/2022,,16/9/2022,16/9/2022,24/9/2022,AVM,20/9/2022,001-0116201,RVC,20/9/2022,20/9/2022,FUNDO REMANSO,27/9/2022,28/9/2022,39,,0025-000801,036-0000317,45,,,UPS,1Z48V0570492519225,-,Cargada en CP - [22-188-HPER // 4700002528 // MSKU8788867]
2022-2023,LIQUIPARCIAL,22-189-HPER,4700002529,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00375,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93IN0115540722,MSDU7325820,-,19/7/2022,6/8/2022,31,MEDUC0896588,MSC ROMANE NX236A,6/10/2022,40,NO,NA,IMUPESA,AVM,964,26/9/2022,4/10/2022,118-2022-10-384076-01-6-00,7/10/2022,7/10/2022,6/10/2022,,11/10/2022,11/10/2022,20/10/2022,AVM,20/10/2022, 001-0116952 ,JOSELITO,20/10/2022,20/10/2022,FUNDO REMANSO,22/12/2022,23/12/2022,51,, 0001-0208620, 036-0000579 ,-,,,UPS,1Z48V0570492844043,-,Cargada en CP - [22-189-HPER //4700002529 // MSDU7325820]
2022-2023,LIQUIPARCIAL,22-189-HPER,4700002529,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00375,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MSC,93IN0115540722,TCLU9100523,-,8/8/2022,6/8/2022,31,MEDUC0896588,MSC ROMANE NX236A,6/10/2022,40,NO,NA,IMUPESA,AVM,964,26/9/2022,4/10/2022,118-2022-10-384076-01-6-00,7/10/2022,7/10/2022,6/10/2022,,11/10/2022,11/10/2022,20/10/2022,AVM,20/10/2022, 001-0116953,TRANSPESA,20/10/2022,20/10/2022,FUNDO REMANSO,26/12/2022,27/12/2022,52,, 0001-002977,036-0000582,-,,,UPS,1Z48V0570492844043,-,Cargada en CP - [22-189-HPER // 4700002529 // TCLU9100523]
2022-2023,LIQUIPARCIAL,22-190-HPER,4700002530,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00390,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,220001045,MRKU5545985,-,-,1/8/2022,31,MAEU220001045,MAERSK SIRAC 237W,19/9/2022,38,NO,NA,IMUPESA,AVM,865,12/9/2022,15/9/2022,118-2022-10-360020-01-0-00,20/9/2022,7/10/2022,19/9/2022,,22/9/2022,22/9/2022,1/10/2022,AVM,27/9/2022,001-0116388,RVC,27/9/2022,28/9/2022,FUNDO REMANSO,2/10/2022,3/10/2022,40,,0027-000376 ,036-0000318,-,,,NA,NA,-,Cargada en CP - [22-190-HPER // 4700002530 // MRKU5545985]
2022-2023,LIQUIPARCIAL,22-190-HPER,4700002530,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00390,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,220001045,MRKU2201707,-,-,1/8/2022,31,MAEU220001045,MAERSK SIRAC 237W,19/9/2022,38,NO,NA,IMUPESA,AVM,865,12/9/2022,15/9/2022,118-2022-10-360020-01-0-00,20/9/2022,7/10/2022,19/9/2022,,22/9/2022,22/9/2022,1/10/2022,AVM,27/9/2022,001-0116387,RVC,27/9/2022,28/9/2022,FUNDO REMANSO,13/10/2022,14/10/2022,41,,0015-001020, 036-0000321,-,,,NA,NA,-,Cargada en CP - [22-190-HPER // 4700002530 // MRKU2201707]
2022-2023,LIQUIPARCIAL,22-190-HPER,4700002530,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00390,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,220001045,MSKU1304955,-,-,1/8/2022,31,MAEU220001045,MAERSK SIRAC 237W,19/9/2022,38,NO,NA,IMUPESA,AVM,865,12/9/2022,15/9/2022,118-2022-10-360020-01-0-00,20/9/2022,7/10/2022,19/9/2022,,22/9/2022,22/9/2022,1/10/2022,AVM,27/9/2022,001-0116389,RVC,27/9/2022,28/9/2022,FUNDO REMANSO,14/10/2022,15/10/2022,41,,0018-001061,036-0000325,-,,,NA,NA,-,Cargada en CP - [22-190-HPER // 4700002530 // MSKU1304955]
2022-2023,LIQUIDADO,22-191-HPER,4700002531,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00394,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,220394528,MSKU8592220,-,3/8/2022,11/8/2022,32,MAEU220394528,MAERSK SALALAH 239W,2/10/2022,39,NO,NA,IMUPESA,AVM,904,22/9/2022,29/9/2022,"	 118-2022-10-378648-01-1-00",4/10/2022,4/10/2022,2/10/2022,,10/10/2022,10/10/2022,15/10/2022,AVM,12/10/2022,001-0116606,RVC,12/10/2022,12/10/2022,FUNDO REMANSO,1/11/2022,2/11/2022,44,,0011-001555, 036-0000342,-,,,UPS,1Z48V0570493216372,-,Cargada en CP - [22-191-HPER // 4700002531 // MSKU8592220]
2022-2023,LIQUIPARCIAL,22-191-HPER,4700002531,RENE,PROJAR,SUSTRATOS ,EASY PLANTER 14.4 L,RV21,FX22-00394,"13,000",UN,USD,"24,895.00","24,895.00",20% AP,CIF,SEA,FCL/FCL,,TUTICORIN,CALLAO,1,40HC,20,-,,,NA,DIRECTO,MAERSK,220394528,MRSU3161068,-,3/8/2022,11/8/2022,32,MAEU220394528,MAERSK SALALAH 239W,2/10/2022,39,NO,NA,IMUPESA,AVM,904,22/9/2022,29/9/2022,"	 118-2022-10-378648-01-1-00",4/10/2022,4/10/2022,2/10/2022,,10/10/2022,10/10/2022,15/10/2022,AVM,12/10/2022,001-0116605,RVC,12/10/2022,NA,FUNDO REMANSO,18/10/2022,19/10/2022,42,, 0013-001183,036-0000335,-,,,UPS,1Z48V0570493216372,-,Cargada en CP - [22-191-HPER // 4700002531 // MRSU3161068]
